customer_id,customer_name,city,acquisition_channel,segment,recency_days,frequency,total_revenue,r_score,f_score,m_score,rfm_score
C1007,Matthew Sarraf,Ahmedabad,social_media,Loyal,131,7,29521.35,1.0,5.0,5.0,11.0
C1829,Jonathan Chandra,Jaipur,referral,At Risk,1,1,3135.56,4.0,1.0,1.0,6.0
C1042,Warda Palan,Chennai,paid_search,Champions,1,6,54134.63,4.0,5.0,5.0,14.0
C1872,Idika Sood,Mumbai,paid_search,Champions,1,5,28328.32,4.0,5.0,5.0,14.0
C0560,Balveer Dube,Chennai,organic,Loyal,186,3,18648.65,1.0,3.0,4.0,8.0
C0847,Damyanti Chatterjee,Mumbai,social_media,Champions,1,8,21374.57,4.0,5.0,5.0,14.0
C1522,Indira Nori,Hyderabad,organic,Champions,1,4,18495.91,4.0,4.0,4.0,12.0
C0562,Ojasvi Yadav,Surat,paid_search,At Risk,1,3,6920.71,4.0,3.0,2.0,9.0
C0648,Owen Mane,Bengaluru,organic,Champions,1,4,9404.51,4.0,4.0,3.0,11.0
C1705,Pahal Bhagat,Mumbai,paid_search,At Risk,1,3,12623.67,4.0,3.0,3.0,10.0
C1347,Frederick Jain,Mumbai,social_media,At Risk,1,3,11493.42,4.0,3.0,3.0,10.0
C1016,Ekta Dayal,Delhi,paid_search,Champions,1,5,15299.27,4.0,5.0,4.0,13.0
C1278,Abha Raj,Kolkata,organic,At Risk,1,3,10123.21,4.0,3.0,3.0,10.0
C0492,Urvi Deo,Pune,organic,At Risk,1,3,8096.01,4.0,3.0,2.0,9.0
C0388,Amol Dash,Ahmedabad,paid_search,Lost,141,1,10347.6,1.0,1.0,3.0,5.0
C0605,Sudiksha Biswas,Bengaluru,email,At Risk,1,3,7314.17,4.0,3.0,2.0,9.0
C0243,Ethan Dass,Delhi,referral,Champions,1,4,11007.89,4.0,4.0,3.0,11.0
C1383,Bina Edwin,Pune,paid_search,At Risk,1,2,5491.72,4.0,2.0,2.0,8.0
C0391,Vivaan Sanghvi,Pune,organic,Champions,1,3,19762.88,4.0,3.0,5.0,12.0
C1604,Gabriel Devan,Delhi,social_media,Champions,1,7,19639.49,4.0,5.0,5.0,14.0
C0191,Ekantika Mutti,Delhi,social_media,At Risk,1,3,9733.1,4.0,3.0,3.0,10.0
C0582,Rishi Nadkarni,Ahmedabad,organic,Loyal,119,4,13642.77,2.0,4.0,4.0,10.0
C0801,Oscar Soman,Bengaluru,organic,Champions,1,5,25235.72,4.0,5.0,5.0,14.0
C0590,William Gandhi,Kolkata,referral,At Risk,1,4,7684.99,4.0,4.0,2.0,10.0
C1483,Vrinda Kota,Jaipur,referral,At Risk,1,2,9699.83,4.0,2.0,3.0,9.0
C0661,Hemangini Mangat,Pune,social_media,Champions,1,5,10540.79,4.0,5.0,3.0,12.0
C0356,Advaith Chaudhari,Chennai,social_media,Champions,1,6,19610.66,4.0,5.0,5.0,14.0
C0940,Netra Das,Bengaluru,social_media,At Risk,1,2,13979.42,4.0,2.0,4.0,10.0
C0633,Samaksh Krish,Kolkata,referral,Champions,1,4,13324.52,4.0,4.0,4.0,12.0
C1315,Anusha Handa,Hyderabad,organic,Champions,1,4,17035.67,4.0,4.0,4.0,12.0
C0527,Hema Goswami,Jaipur,organic,At Risk,1,1,2560.11,4.0,1.0,1.0,6.0
C1813,Widisha Jani,Delhi,paid_search,Champions,1,5,16268.57,4.0,5.0,4.0,13.0
C0026,Veer Bir,Ahmedabad,email,Lost,303,1,6946.06,1.0,1.0,2.0,4.0
C0340,Jagvi Madan,Bengaluru,organic,At Risk,1,2,3406.91,4.0,2.0,1.0,7.0
C1349,Jatin Bail,Hyderabad,social_media,Champions,1,5,24503.84,4.0,5.0,5.0,14.0
C1672,Jacob Om,Delhi,organic,Champions,1,4,22494.8,4.0,4.0,5.0,13.0
C0923,Orinder Modi,Chennai,organic,At Risk,1,2,1763.5,4.0,2.0,1.0,7.0
C1909,Advika Chopra,Delhi,referral,Champions,1,3,23320.55,4.0,3.0,5.0,12.0
C1363,Janani Som,Delhi,paid_search,Champions,1,8,40356.11,4.0,5.0,5.0,14.0
C0053,Dalaja Kari,Ahmedabad,organic,Champions,1,5,26758.05,4.0,5.0,5.0,14.0
C1627,Yug Bandi,Surat,paid_search,Loyal,46,5,8604.13,2.0,5.0,2.0,9.0
C1358,Arya Dhillon,Chennai,paid_search,At Risk,1,3,11559.81,4.0,3.0,3.0,10.0
C0773,Parth Choudhury,Jaipur,paid_search,Loyal,102,6,42137.29,2.0,5.0,5.0,12.0
C0219,Wridesh Saha,Hyderabad,organic,At Risk,1,3,8434.9,4.0,3.0,2.0,9.0
C1897,Dipta Bava,Ahmedabad,email,Loyal,120,6,25616.59,2.0,5.0,5.0,12.0
C0502,Osha Narula,Surat,paid_search,Loyal,166,5,22327.33,1.0,5.0,5.0,11.0
C0379,Noah Dewan,Mumbai,paid_search,Lost,450,2,3080.23,1.0,2.0,1.0,4.0
C0867,Jagrati Madan,Ahmedabad,organic,At Risk,1,3,5567.39,4.0,3.0,2.0,9.0
C0264,Falak Nagar,Bengaluru,email,Lost,44,1,2922.95,2.0,1.0,1.0,4.0
C1926,Sneha Sawhney,Chennai,email,Loyal,178,7,18192.46,1.0,5.0,4.0,10.0
C1130,Bishakha Pillay,Mumbai,paid_search,Champions,1,4,9554.48,4.0,4.0,3.0,11.0
C1939,Nathan Singh,Mumbai,email,At Risk,1,1,3165.39,4.0,1.0,1.0,6.0
C0729,Pooja Muni,Delhi,social_media,Loyal,90,5,16960.75,2.0,5.0,4.0,11.0
C0332,Praneel Murty,Delhi,paid_search,Loyal,274,4,5964.72,1.0,4.0,2.0,7.0
C0227,Rajeshri Ratta,Jaipur,paid_search,At Risk,1,2,4597.82,4.0,2.0,1.0,7.0
C0511,Harshil Rajagopal,Pune,organic,Champions,1,5,19194.05,4.0,5.0,5.0,14.0
C1289,Irya Sidhu,Delhi,referral,Champions,1,7,18533.78,4.0,5.0,4.0,13.0
C1771,Girindra Savant,Bengaluru,organic,Loyal,218,8,25275.41,1.0,5.0,5.0,11.0
C1866,Nitara Grewal,Bengaluru,social_media,Champions,1,4,8744.81,4.0,4.0,3.0,11.0
C1282,Niharika Bhatti,Kolkata,social_media,Champions,1,5,24412.7,4.0,5.0,5.0,14.0
C0525,Pooja D’Alia,Bengaluru,organic,Loyal,119,4,15720.84,2.0,4.0,4.0,10.0
C1129,Yochana Parmar,Pune,organic,Loyal,6,2,16067.66,2.0,2.0,4.0,8.0
C1671,Yashasvi Rout,Chennai,paid_search,Lost,45,2,9953.19,2.0,2.0,3.0,7.0
C1828,Hema Venkataraman,Chennai,organic,Champions,1,5,11540.51,4.0,5.0,3.0,12.0
C0211,Rajeshri Chand,Hyderabad,referral,Champions,1,4,20565.23,4.0,4.0,5.0,13.0
C1891,Wriddhish Swaminathan,Delhi,paid_search,Champions,1,5,12832.81,4.0,5.0,3.0,12.0
C1233,Abhimanyu Prashad,Mumbai,organic,Loyal,150,4,11886.71,1.0,4.0,3.0,8.0
C0497,Dakshesh Raval,Chennai,organic,Champions,1,7,33453.09,4.0,5.0,5.0,14.0
C0152,Mohammed Sachdeva,Jaipur,email,At Risk,1,1,12888.48,4.0,1.0,3.0,8.0
C0679,Mohammed Prabhu,Kolkata,paid_search,Champions,1,4,34552.17,4.0,4.0,5.0,13.0
C0049,Balveer Parmar,Delhi,paid_search,At Risk,1,3,7281.5,4.0,3.0,2.0,9.0
C1286,Pratyush Pai,Delhi,paid_search,At Risk,1,4,7055.57,4.0,4.0,2.0,10.0
C1121,Jeet Chada,Kolkata,organic,Champions,1,4,43886.43,4.0,4.0,5.0,13.0
C0171,Indira Chawla,Kolkata,paid_search,Champions,1,5,13098.17,4.0,5.0,4.0,13.0
C0233,Bakhshi Date,Jaipur,social_media,At Risk,1,4,8115.18,4.0,4.0,2.0,10.0
C0457,Hritik Agarwal,Surat,paid_search,At Risk,1,2,6224.98,4.0,2.0,2.0,8.0
C1947,Adya Sen,Hyderabad,organic,At Risk,1,2,5186.39,4.0,2.0,2.0,8.0
C1040,Vedika Varghese,Jaipur,paid_search,At Risk,1,1,3865.49,4.0,1.0,1.0,6.0
C1266,Vrinda Upadhyay,Jaipur,paid_search,At Risk,1,4,8053.99,4.0,4.0,2.0,10.0
C0052,Lavanya Barad,Hyderabad,organic,Lost,361,2,2369.25,1.0,2.0,1.0,4.0
C1049,Utkarsh Dara,Bengaluru,referral,At Risk,1,2,12451.49,4.0,2.0,3.0,9.0
C1531,Saksham Edwin,Ahmedabad,referral,At Risk,1,1,1162.02,4.0,1.0,1.0,6.0
C0921,Omisha Sharma,Hyderabad,social_media,At Risk,1,2,8526.12,4.0,2.0,2.0,8.0
C1657,Urvi Pant,Hyderabad,paid_search,Loyal,135,6,19139.16,1.0,5.0,5.0,11.0
C0441,Anirudh Raja,Jaipur,email,Champions,1,4,9076.95,4.0,4.0,3.0,11.0
C1305,Neel Dey,Delhi,organic,At Risk,1,4,6098.56,4.0,4.0,2.0,10.0
C0124,Oeshi Oak,Hyderabad,paid_search,At Risk,1,2,8349.42,4.0,2.0,2.0,8.0
C0385,Girik Shanker,Delhi,referral,Champions,1,3,16489.2,4.0,3.0,4.0,11.0
C0570,Ethan Bhagat,Jaipur,referral,Champions,1,4,12609.26,4.0,4.0,3.0,11.0
C1328,Yahvi Bains,Bengaluru,social_media,Loyal,223,6,13855.17,1.0,5.0,4.0,10.0
C0566,Aryan Varughese,Surat,paid_search,Loyal,366,4,19337.76,1.0,4.0,5.0,10.0
C0303,Ranbir Chowdhury,Jaipur,social_media,At Risk,1,3,9890.11,4.0,3.0,3.0,10.0
C0423,Oni Swamy,Kolkata,paid_search,Loyal,82,2,14289.34,2.0,2.0,4.0,8.0
C1709,Balveer Dara,Jaipur,organic,Champions,1,2,20347.65,4.0,2.0,5.0,11.0
C0627,Saanvi Purohit,Bengaluru,organic,Lost,197,3,8124.01,1.0,3.0,2.0,6.0
C0866,Suhani Gokhale,Surat,email,At Risk,1,2,4112.03,4.0,2.0,1.0,7.0
C1118,Deepa Bhatnagar,Pune,paid_search,Champions,1,3,12980.15,4.0,3.0,4.0,11.0
C0683,Chaitaly Suri,Jaipur,organic,Champions,1,4,13906.28,4.0,4.0,4.0,12.0
C1849,Zilmil Raja,Hyderabad,paid_search,Lost,154,2,8418.26,1.0,2.0,2.0,5.0
C1889,Harish Tank,Delhi,organic,At Risk,1,2,15691.98,4.0,2.0,4.0,10.0
C1338,Hitesh Raja,Delhi,paid_search,At Risk,1,2,6612.05,4.0,2.0,2.0,8.0
C0555,Lopa Khanna,Ahmedabad,social_media,Champions,1,6,15886.35,4.0,5.0,4.0,13.0
C0074,Ojasvi Bhatia,Surat,email,At Risk,1,2,6704.7,4.0,2.0,2.0,8.0
C0512,Tamanna Venkatesh,Jaipur,social_media,Loyal,191,4,17524.47,1.0,4.0,4.0,9.0
C1605,Falan Narain,Jaipur,social_media,Loyal,297,4,16096.06,1.0,4.0,4.0,9.0
C0712,Krishna Srivastava,Ahmedabad,paid_search,At Risk,1,1,1823.95,4.0,1.0,1.0,6.0
C1102,Rachana Kade,Bengaluru,organic,Champions,1,4,10536.6,4.0,4.0,3.0,11.0
C1702,Oviya Gola,Jaipur,organic,Champions,1,3,26047.49,4.0,3.0,5.0,12.0
C0995,Lavanya De,Bengaluru,paid_search,Champions,1,4,13537.45,4.0,4.0,4.0,12.0
C1942,Hemangini Nori,Hyderabad,social_media,Lost,160,2,3779.1,1.0,2.0,1.0,4.0
C0542,Isha Manne,Mumbai,social_media,Champions,1,3,19382.23,4.0,3.0,5.0,12.0
C1452,Bhavani Badami,Ahmedabad,paid_search,Loyal,341,2,14066.27,1.0,2.0,4.0,7.0
C0080,Geetika Raghavan,Jaipur,organic,At Risk,1,3,8203.66,4.0,3.0,2.0,9.0
C0287,Vansha Naik,Mumbai,social_media,At Risk,1,1,3660.24,4.0,1.0,1.0,6.0
C1155,Aradhana Kari,Delhi,paid_search,Champions,1,4,12997.62,4.0,4.0,4.0,12.0
C1901,Chakradev Raj,Mumbai,referral,Champions,1,3,22854.81,4.0,3.0,5.0,12.0
C0006,Aishani Bassi,Bengaluru,referral,Lost,215,2,6176.8,1.0,2.0,2.0,5.0
C0281,Parth Sahni,Delhi,referral,Lost,60,2,9237.4,2.0,2.0,3.0,7.0
C0161,Siya Thakur,Chennai,organic,Champions,1,5,15201.4,4.0,5.0,4.0,13.0
C0438,Orinder Pandya,Pune,referral,Loyal,147,3,18547.72,1.0,3.0,4.0,8.0
C0193,Triya Seth,Pune,organic,Champions,1,5,21450.02,4.0,5.0,5.0,14.0
C0181,Siddharth Devan,Kolkata,paid_search,Champions,1,4,12077.7,4.0,4.0,3.0,11.0
C1211,Nachiket Subramaniam,Pune,organic,Champions,1,6,25863.03,4.0,5.0,5.0,14.0
C0848,Ishaan Tank,Bengaluru,organic,Lost,454,1,3166.12,1.0,1.0,1.0,3.0
C0958,Vrinda Chaudhry,Chennai,organic,Loyal,163,5,25978.18,1.0,5.0,5.0,11.0
C1403,Qarin Bhagat,Mumbai,paid_search,Champions,1,5,6338.94,4.0,5.0,2.0,11.0
C0892,Veda Prabhu,Bengaluru,referral,Champions,1,7,22412.71,4.0,5.0,5.0,14.0
C0584,Timothy Sarin,Mumbai,paid_search,Champions,1,7,21001.98,4.0,5.0,5.0,14.0
C1964,Darpan Sani,Pune,social_media,Loyal,171,5,12045.03,1.0,5.0,3.0,9.0
C1237,Jyoti Seth,Ahmedabad,referral,Lost,186,1,3932.32,1.0,1.0,1.0,3.0
C1105,Maya Yohannan,Jaipur,referral,At Risk,1,1,2840.48,4.0,1.0,1.0,6.0
C0563,Garima Narula,Ahmedabad,social_media,Loyal,93,3,11279.63,2.0,3.0,3.0,8.0
C1279,Pavani Dhar,Bengaluru,referral,Champions,1,4,22873.71,4.0,4.0,5.0,13.0
C1716,Lavanya Vala,Jaipur,organic,At Risk,1,3,7935.16,4.0,3.0,2.0,9.0
C0015,Champak Choudhary,Bengaluru,paid_search,Champions,1,5,12814.32,4.0,5.0,3.0,12.0
C1842,Chanchal Dash,Bengaluru,organic,Champions,1,2,19680.23,4.0,2.0,5.0,11.0
C1134,Brijesh Tandon,Hyderabad,social_media,Champions,1,3,14462.99,4.0,3.0,4.0,11.0
C1997,Ekaraj Tailor,Hyderabad,organic,Lost,59,3,7104.9,2.0,3.0,2.0,7.0
C1265,Anvi Saxena,Delhi,organic,Champions,1,5,13300.84,4.0,5.0,4.0,13.0
C0329,Krishna Soni,Surat,organic,Loyal,314,2,20454.4,1.0,2.0,5.0,8.0
C1310,Xiti Arya,Kolkata,organic,Champions,1,4,9542.69,4.0,4.0,3.0,11.0
C1081,Sneha Nazareth,Hyderabad,paid_search,Champions,1,3,30509.67,4.0,3.0,5.0,12.0
C0372,Jagrati Andra,Chennai,social_media,At Risk,1,2,13889.77,4.0,2.0,4.0,10.0
C0890,Nisha Oza,Bengaluru,email,Loyal,167,6,18320.77,1.0,5.0,4.0,10.0
C0859,Widisha Goda,Jaipur,organic,Loyal,164,3,9884.92,1.0,3.0,3.0,7.0
C0402,Kevin Ram,Mumbai,organic,Loyal,106,5,25148.37,2.0,5.0,5.0,12.0
C0539,Aadi Chand,Kolkata,paid_search,Loyal,65,3,15918.41,2.0,3.0,4.0,9.0
C0815,Isaac Ghosh,Hyderabad,paid_search,Champions,1,4,11275.34,4.0,4.0,3.0,11.0
C1935,Abhiram Bera,Ahmedabad,referral,Loyal,46,3,10015.12,2.0,3.0,3.0,8.0
C1684,Abhiram Dutt,Bengaluru,paid_search,Champions,1,5,12229.19,4.0,5.0,3.0,12.0
C1803,Lajita Dash,Bengaluru,paid_search,Loyal,310,3,9012.41,1.0,3.0,3.0,7.0
C1714,Raagini Maharaj,Ahmedabad,email,At Risk,1,2,8251.77,4.0,2.0,2.0,8.0
C1200,Priya Kohli,Bengaluru,organic,At Risk,1,2,11571.09,4.0,2.0,3.0,9.0
C1243,Yagnesh Kakar,Delhi,paid_search,Champions,1,3,27145.54,4.0,3.0,5.0,12.0
C0077,Lopa Nayar,Delhi,referral,Champions,1,4,22766.99,4.0,4.0,5.0,13.0
C1730,Tejas Kakar,Kolkata,social_media,Loyal,268,5,10104.57,1.0,5.0,3.0,9.0
C0649,Farhan Raj,Surat,paid_search,At Risk,1,2,5226.67,4.0,2.0,2.0,8.0
C0990,Krishna Kapur,Delhi,social_media,At Risk,1,2,6932.14,4.0,2.0,2.0,8.0
C0845,Manthan Kaul,Ahmedabad,referral,Champions,1,5,28562.53,4.0,5.0,5.0,14.0
C0812,Abha Bhat,Surat,paid_search,At Risk,1,3,12852.18,4.0,3.0,3.0,10.0
C0296,Tanmayi Bhardwaj,Jaipur,paid_search,Lost,345,2,3812.54,1.0,2.0,1.0,4.0
C0510,Andrew Agrawal,Surat,organic,At Risk,1,2,5531.88,4.0,2.0,2.0,8.0
C1801,Ria Dasgupta,Kolkata,paid_search,At Risk,1,2,10697.77,4.0,2.0,3.0,9.0
C1532,Arjun Char,Pune,organic,Champions,1,5,14865.23,4.0,5.0,4.0,13.0
C1095,Ucchal Ray,Delhi,paid_search,Loyal,138,4,22487.53,1.0,4.0,5.0,10.0
C0363,Turvi Kata,Pune,paid_search,Champions,1,6,12986.6,4.0,5.0,4.0,13.0
C0320,Victor Raghavan,Pune,referral,Lost,39,2,8421.62,2.0,2.0,2.0,6.0
C1306,Indrajit Gupta,Kolkata,social_media,Loyal,136,5,26911.76,1.0,5.0,5.0,11.0
C1137,Ishita Balan,Mumbai,email,Lost,48,2,3117.92,2.0,2.0,1.0,5.0
C1943,Charita Ramesh,Surat,email,At Risk,1,1,2933.22,4.0,1.0,1.0,6.0
C0295,Gavin Uppal,Bengaluru,paid_search,At Risk,1,3,5095.27,4.0,3.0,2.0,9.0
C1962,Tejas Sandhu,Hyderabad,paid_search,Champions,1,4,27056.74,4.0,4.0,5.0,13.0
C1428,Yatan Radhakrishnan,Delhi,paid_search,At Risk,1,2,5709.05,4.0,2.0,2.0,8.0
C0834,Sanaya Bahl,Hyderabad,paid_search,Champions,1,6,34000.12,4.0,5.0,5.0,14.0
C1132,Ekapad Om,Surat,organic,At Risk,1,2,8217.57,4.0,2.0,2.0,8.0
C0498,Omya Ravel,Delhi,social_media,Champions,1,6,41969.42,4.0,5.0,5.0,14.0
C1772,Damyanti Thaker,Chennai,paid_search,At Risk,1,3,9694.79,4.0,3.0,3.0,10.0
C1996,Wahab Chanda,Mumbai,email,At Risk,1,3,10992.02,4.0,3.0,3.0,10.0
C0333,Faraj Mistry,Chennai,email,Champions,1,3,25207.96,4.0,3.0,5.0,12.0
C0129,Harish Vora,Jaipur,organic,Loyal,104,3,19691.93,2.0,3.0,5.0,10.0
C0759,Shaurya Kadakia,Ahmedabad,referral,Lost,159,2,11608.54,1.0,2.0,3.0,6.0
C0819,Ucchal Rastogi,Kolkata,referral,Champions,1,5,18668.23,4.0,5.0,4.0,13.0
C0853,Abeer Amble,Pune,organic,At Risk,1,3,12440.2,4.0,3.0,3.0,10.0
C1235,Kritika Bhandari,Kolkata,paid_search,At Risk,1,2,1696.48,4.0,2.0,1.0,7.0
C0050,Mohammed Khalsa,Jaipur,organic,At Risk,1,3,11543.41,4.0,3.0,3.0,10.0
C0577,Benjamin Ahluwalia,Pune,organic,Champions,1,4,17903.62,4.0,4.0,4.0,12.0
C0805,Leena Pant,Delhi,social_media,Lost,343,1,1287.82,1.0,1.0,1.0,3.0
C1149,Tejas Mohan,Pune,email,At Risk,1,2,16500.62,4.0,2.0,4.0,10.0
C1993,Atharv Saraf,Hyderabad,email,Loyal,274,2,26064.72,1.0,2.0,5.0,8.0
C1027,Nitara Chandra,Kolkata,email,Champions,1,3,13726.43,4.0,3.0,4.0,11.0
C0795,Gautam Kalla,Pune,organic,Champions,1,8,25133.75,4.0,5.0,5.0,14.0
C0444,Nathaniel Chaudhry,Chennai,organic,At Risk,1,2,12341.63,4.0,2.0,3.0,9.0
C0357,Sanaya Prasad,Bengaluru,social_media,At Risk,1,3,12042.4,4.0,3.0,3.0,10.0
C0408,Radha D’Alia,Ahmedabad,paid_search,Loyal,252,4,12960.61,1.0,4.0,4.0,9.0
C0138,Ethan Sathe,Jaipur,social_media,Lost,85,3,5679.22,2.0,3.0,2.0,7.0
C0248,Onveer Nazareth,Kolkata,social_media,Champions,1,6,24564.03,4.0,5.0,5.0,14.0
C0655,Hemang Lala,Jaipur,organic,Champions,1,4,10753.19,4.0,4.0,3.0,11.0
C1599,Reva Kapur,Ahmedabad,paid_search,Loyal,168,4,29118.72,1.0,4.0,5.0,10.0
C0869,Hemal Kannan,Jaipur,social_media,Lost,209,1,10617.78,1.0,1.0,3.0,5.0
C1643,Logan Sahota,Surat,social_media,Loyal,77,4,28157.69,2.0,4.0,5.0,11.0
C1133,Gautami Mistry,Surat,email,Champions,1,5,9062.97,4.0,5.0,3.0,12.0
C0148,Adweta Raj,Bengaluru,referral,Lost,300,2,10324.7,1.0,2.0,3.0,6.0
C0206,Janya Khanna,Ahmedabad,social_media,Champions,1,8,29379.17,4.0,5.0,5.0,14.0
C0552,Hredhaan Bakshi,Delhi,referral,Loyal,5,4,18327.02,2.0,4.0,4.0,10.0
C0667,Sneha Magar,Surat,paid_search,At Risk,1,2,4952.38,4.0,2.0,2.0,8.0
C0092,Advaith Varughese,Kolkata,social_media,Lost,56,1,1033.67,2.0,1.0,1.0,4.0
C0972,Dipta Misra,Delhi,social_media,Champions,1,7,37254.95,4.0,5.0,5.0,14.0
C1673,Jackson Chana,Jaipur,paid_search,At Risk,1,2,10759.46,4.0,2.0,3.0,9.0
C0424,Vincent Venkatesh,Kolkata,paid_search,At Risk,1,2,2912.0,4.0,2.0,1.0,7.0
C1322,Gunbir Arya,Delhi,organic,Loyal,109,4,28660.74,2.0,4.0,5.0,11.0
C1824,Bahadurjit Khanna,Kolkata,referral,At Risk,1,1,2263.62,4.0,1.0,1.0,6.0
C0842,Logan Banik,Pune,paid_search,Champions,1,3,16823.65,4.0,3.0,4.0,11.0
C1621,Samuel Choudhary,Pune,organic,Loyal,29,2,16482.4,2.0,2.0,4.0,8.0
C1768,Aishani Wali,Jaipur,paid_search,Lost,70,3,7985.08,2.0,3.0,2.0,7.0
C0095,Urvashi Wali,Pune,social_media,Champions,1,4,10472.97,4.0,4.0,3.0,11.0
C0516,Chanakya D’Alia,Pune,paid_search,Loyal,146,4,9788.5,1.0,4.0,3.0,8.0
C1222,Zarna Gulati,Bengaluru,organic,Lost,21,2,4781.47,2.0,2.0,2.0,6.0
C0485,Yashawini Raval,Chennai,organic,Lost,300,2,2779.69,1.0,2.0,1.0,4.0
C1357,Madhavi Sekhon,Pune,organic,At Risk,1,2,17157.32,4.0,2.0,4.0,10.0
C1014,Hitesh Naik,Hyderabad,organic,Champions,1,4,16542.34,4.0,4.0,4.0,12.0
C1261,Janaki Chaudry,Kolkata,paid_search,Champions,1,5,11309.11,4.0,5.0,3.0,12.0
C1623,Zilmil Kade,Pune,paid_search,At Risk,1,3,7005.13,4.0,3.0,2.0,9.0
C0088,Michael Saran,Mumbai,organic,At Risk,1,2,8328.58,4.0,2.0,2.0,8.0
C0149,Timothy Bhatnagar,Jaipur,paid_search,At Risk,1,1,2586.3,4.0,1.0,1.0,6.0
C0547,Ekanta Thaman,Kolkata,organic,Lost,334,2,3462.46,1.0,2.0,1.0,4.0
C1591,Jagat Nayar,Ahmedabad,paid_search,At Risk,1,3,9220.53,4.0,3.0,3.0,10.0
C0565,Balveer Nagi,Bengaluru,organic,At Risk,1,3,3586.56,4.0,3.0,1.0,8.0
C1779,Chaitaly Prakash,Jaipur,organic,Lost,136,1,2025.76,1.0,1.0,1.0,3.0
C0740,Dhriti Ramesh,Mumbai,email,Champions,1,4,19818.05,4.0,4.0,5.0,13.0
C1221,Advik Dada,Chennai,social_media,Lost,265,2,3715.01,1.0,2.0,1.0,4.0
C1433,Naveen Gole,Mumbai,email,At Risk,1,4,8326.74,4.0,4.0,2.0,10.0
C1904,Samarth Mahajan,Jaipur,organic,Lost,166,1,6967.56,1.0,1.0,2.0,4.0
C0195,Shivani Guha,Chennai,organic,Lost,186,1,2838.99,1.0,1.0,1.0,3.0
C1171,Dayita Sankaran,Delhi,organic,At Risk,1,3,3588.07,4.0,3.0,1.0,8.0
C1836,Charita Acharya,Chennai,organic,Lost,245,1,1183.86,1.0,1.0,1.0,3.0
C1649,Naksh Bhavsar,Chennai,email,At Risk,1,3,4599.31,4.0,3.0,1.0,8.0
C0877,Nidra Goyal,Surat,organic,At Risk,1,3,7445.57,4.0,3.0,2.0,9.0
C0986,Aarush Rattan,Kolkata,social_media,Champions,1,5,29507.03,4.0,5.0,5.0,14.0
C0229,Chaaya Nagi,Hyderabad,organic,Lost,294,2,10185.87,1.0,2.0,3.0,6.0
C1565,Anusha Chada,Surat,organic,At Risk,1,2,9694.78,4.0,2.0,3.0,9.0
C0778,Shaurya Nagi,Jaipur,paid_search,Champions,1,3,38610.05,4.0,3.0,5.0,12.0
C1884,Aayush Narain,Delhi,social_media,At Risk,1,3,10810.47,4.0,3.0,3.0,10.0
C1601,Ayaan Baral,Bengaluru,social_media,Lost,171,2,6650.32,1.0,2.0,2.0,5.0
C1000,Charles Natarajan,Bengaluru,organic,Champions,1,3,14468.59,4.0,3.0,4.0,11.0
C1662,Girindra Pillay,Mumbai,referral,Champions,1,3,14615.14,4.0,3.0,4.0,11.0
C0073,Michael Kala,Delhi,organic,At Risk,1,2,10588.82,4.0,2.0,3.0,9.0
C0878,Bachittar Minhas,Hyderabad,organic,Champions,1,3,15918.59,4.0,3.0,4.0,11.0
C0132,Balendra Biswas,Jaipur,referral,Champions,1,5,19970.9,4.0,5.0,5.0,14.0
C0121,Nikita Chander,Hyderabad,organic,At Risk,1,2,1617.47,4.0,2.0,1.0,7.0
C0187,Farhan Randhawa,Hyderabad,social_media,Loyal,169,3,11401.54,1.0,3.0,3.0,7.0
C0262,Maanas Issac,Surat,social_media,Champions,1,4,34912.85,4.0,4.0,5.0,13.0
C1023,Yochana Om,Jaipur,organic,At Risk,1,2,6228.63,4.0,2.0,2.0,8.0
C0895,Samesh Banerjee,Kolkata,social_media,Champions,1,5,13337.35,4.0,5.0,4.0,13.0
C0792,Raagini Saran,Ahmedabad,referral,Champions,1,3,17823.49,4.0,3.0,4.0,11.0
C0428,Laban Chopra,Delhi,organic,At Risk,1,2,6054.72,4.0,2.0,2.0,8.0
C0028,Niharika Gupta,Kolkata,email,At Risk,1,3,9206.18,4.0,3.0,3.0,10.0
C0846,Urishilla Bath,Hyderabad,paid_search,Lost,83,2,6018.44,2.0,2.0,2.0,6.0
C0135,Madhav Konda,Ahmedabad,paid_search,Lost,44,3,7986.06,2.0,3.0,2.0,7.0
C1311,Radha Srinivasan,Jaipur,referral,Champions,1,4,13949.13,4.0,4.0,4.0,12.0
C0451,Gayathri Mittal,Bengaluru,paid_search,Lost,53,1,1128.44,2.0,1.0,1.0,4.0
C0197,Raksha Sarna,Kolkata,email,At Risk,1,1,1077.03,4.0,1.0,1.0,6.0
C0474,Brijesh Sampath,Mumbai,email,At Risk,1,2,4247.07,4.0,2.0,1.0,7.0
C0862,Vedhika Varma,Bengaluru,referral,Champions,1,4,33738.14,4.0,4.0,5.0,13.0
C0422,Gautami Agarwal,Kolkata,paid_search,Lost,318,3,3867.68,1.0,3.0,1.0,5.0
C1275,Indira Yohannan,Ahmedabad,organic,At Risk,1,2,8049.82,4.0,2.0,2.0,8.0
C0369,Dalaja Dada,Jaipur,paid_search,At Risk,1,2,4734.51,4.0,2.0,2.0,8.0
C0716,Ridhi Basu,Hyderabad,organic,Loyal,500,3,20976.38,1.0,3.0,5.0,9.0
